,,,,,flight,,,,,,680a9b100b7ce6ed33622603,2023-08-28,August 2023,London Heathrow to Malaga ,Business,Business Class,Filthy plane cabin staff ok appalling customer service staff who couldn t care less when dealing with a complaint Paid extra for club Europe business class Food was poor they gave you wipes to clean your seat area yourself and we were split up so they could accommodate families Not really what you expect when you pay for the extra service Will be cancelling our other bookings we have with BA even if that means we lose our deposit ,no,"""Appalling customer service""",United Kingdom,2023.0,London,Malaga,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622604,2023-08-27,August 2023,Newark to London,Couple Leisure,Business Class, Chaos at Terminal with BA cancellations and delays and staff give different reasons depending on who you ask out answers were lies Sadly BA airport standards at T are worse than ever and we are long past being able to use Covid as an excuse As a short haul club Europe trip I expect very little from BA any more and they barely even provide that with cutbacks during Covid that are now permanent If you can find an alternative carrier on the same route choose them rather than BA Sadly on my route BA have a monopoly ,no,"""Standards are worse than ever""",United Kingdom,2023.0,Newark,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622605,2023-08-27,June 2023,London to Johannesburg,Business,Economy Class,BA cancelled our flight and could not book us onto any flight for the next days I had to spend k in expenses to get us back with another airline months later I am still waiting for reimbursement and have had no response to my written complaints Even the call centre staff tell me that head office have taken down the telephone number and email for the department who deal with this so even they cannot escalate or inquire Utterly useless ,no,"""Still waiting for reimbursement""",United Kingdom,2023.0,London,Johannesburg,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622606,2023-08-27,August 2023,United Kingdom to United States,Couple Leisure,Business Class,When on our way to Heathrow Airport and merely and a half hours before the scheduled departure we received an United Kingdom stating that our flight to Johannesburg had been canceled an no reason given We were then put on the same flight one day later with no other choice offered As we were already at the airport we proceeded to check in to ask what caused the cancellation apparently the pilot was sick and there was nobody available on standby and what we could do about it The Business Class check in desk assistant was unsympathetic and told us we could not check in our bags for the following day We found someone else who told us we could check them in hrs prior to departure so we waited at the airport an further hours and checked them in after which we went back home We were not offered a refund nor told how to claim for the extra expenses incurred train change fees for the connecting flight to Zimbabwe loss of one night stay at a very expensive safari lodge etc we were not offered anything Snooty unprofessional uncaring disorganised lack of service Avoid British Airways and find better and cheaper options ,no,"""Unprofessional, uncaring""",United Kingdom,2023.0,London,United States,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622607,2023-08-26,August 2023,Delhi to Vancouver via London,Family Leisure,Business Class,ce flight good crew very good seat food was what you would expect The aircraft had the new style Business Class seats suite the actual plane as not new in any since of the word There were parts of the seat that were broken or missing however the seat still sat well and worked Seat was also long enough to really lay out and get some sleep The video system worked great and had plenty of content The headphones however were cheap and didn t feel or work particular good The layout on this had a lot of business class seats a lot We sat in the forward cabin enter aircraft turn left and that cabin is the quieter part of the aircraft The crew was very nice and were there the entire time for any needs or wants we might have had One draw back to the seats is as we were traveling as a couple the middle divider didn t open enough to really feel like you and your mate are traveling together United Kingdom is what it is crowded and expansive but we had a good lounge visit and were completely on time for all flights ,yes,"""Nice flight, good crew, very good seat""",United States,2023.0,Delhi,Vancouver,London
,,,,,flight,,,,,,680a9b100b7ce6ed33622608,2023-08-26,December 2022,Copenhagen to London,Solo Leisure,Economy Class, months have passed and still wasting my time with the BA team sharing the same documents again and again Our flight from Delhi to London got delayed in December so we missed the connecting flight from London Heathrow to Vancouver BA put us on a flight after hours On reaching Vancouver we were told our baggage was lost Such a horrible experience and their Customer Relations person did not even look into the details already shared in December January April and July ,no,"""Such a horrible experience""",Canada,2022.0,Copenhagen,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622609,2023-08-25,June 2023,Larnaca to London Heathrow,Solo Leisure,Economy Class,In June my flight was cancelled within three hours of departure Was given a rebooking the next day and they lost my suitcase It arrived three days later Today th August it happened again Offer of rebooking in two days When trying to post a claim the website doesn t work Never again BA ,no,"""Never again, BA""",Denmark,2023.0,Larnaca,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362260b,2023-08-19,August 2023,London to Miami,Family Leisure,Economy Class,My family flew from Washington to London on a British Airways A we were able to secure seats on the upper deck for a pretty hefty fee Our flight was unfortunately delayed by hrs from to causing us to miss a connection from Gatwick to Turin and making it so that no lounges were open by the time we got to the airport Onboard I sat in a window seat which had a nice luggage bin which was very convenient for all my stuff In flight entertainment system didn t work very well the touchscreen was disabled and the controller was quite glitchy and hard to use it could use updating The food for dinner was decent they had pasta with tomato sauce which tasted good by airline standards The seat was pretty comfortable and the flight was smooth After we missed our connection and we re stuck behind security for hrs waiting for escorts they rebooked us on a flight from Heathrow to Milan the next day gave us free bus tickets to Heathrow gave us a free hotel room and gave us Dinner and Breakfast vouchers Great customer service ,yes,"""Great customer service""",United States,2023.0,London,Miami,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362260c,2023-08-13,August 2023,London to Paris,Family Leisure,Business Class,Easy check in a T Galleries south and North lounges packed only just able to get a seat Didn t stay long as B gates lounge much quieter Flight boarded smoothly and on time A upper deck Old club world seating which is beginning to age a little However like the large toilets on this aircraft type Cabin crew were all fantastic One family had tech issues with their seats and entertainment systems which crew worked hard on though sadly without success Food and drink options were all very good Entertainment was good Overall an enjoyable flight ,yes,"""Cabin crew were all fantastic""",United Kingdom,2023.0,London,Paris,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362260d,2023-08-12,August 2023,London to Algiers,Family Leisure,Economy Class,Flight delayed by an hour it happens no biggie Had us change our gate at the airport never happened before but I guess it s ok Gate agent asked us to check our bags and after telling him we would prefer not to do that he did it anyway Second gate agent reassigned our seats from exit row to regular which is a huge squeeze my for travel bud ,no,"""Asked us to check our bags""",United States,2023.0,London,Algiers,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362260e,2023-08-11,August 2023,Edinburgh to London City,Couple Leisure,Economy Class,The staff are very rude and not trained properly No exceptions are made for children and elderly people The price of the ticket is very expensive given the distance and the service is extremely extremely p,no,"""Service is extremely poor""",United Kingdom,2023.0,Edinburgh,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362260f,2023-08-08,July 2023,London to Vienna,Solo Leisure,Economy Class,Good domestic flight operated by BA Cityflyer Ground service at check in Edinburgh airport was particularly friendly and helpful The flight departed on time and arrived earlier than scheduled A complimentary drink and snack albeit tiny were served Generally it seems that the quality of the Cityflyer subsidiary is superior to the mainline British Airways flights ,yes,"""Superior to mainline British Airways""",United Kingdom,2023.0,London,Vienna,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622610,2023-08-08,August 2023,San Francisco to Warsaw via London,Business,Economy Class,Failed at all basic travel fundamentals Our flight was delayed Staff demanded that we check in our carry on luggage even though we met our carry on allowance The fact that we have a tight bus connection was totally ignored Staff were quite unpleasant ,no,"""Staff quite unpleasant""",Canada,2023.0,San Francisco,Warsaw,London
,,,,,flight,,,,,,680a9b100b7ce6ed33622611,2023-08-08,July 2023,Frankfurt to London City,Business,Economy Class,hey lost my baggage in a very simple situation It s been three weeks and they don t care no communication whatsoever I was at the connection checkpoint at Heathrow hrs before my connecting flight the last leg of my trip An agent insists on checking in my hand luggage since my plane is full And then they lose it I claim it at the arrival airport immediately Now it s been three weeks no communication whatsoever the online status is still Searching for your bag with no updates My conclusion is that the BA males no effort to find my missing bag and they don t care ,no,"""They lost my baggage""",Poland,2023.0,Frankfurt,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622612,2023-08-05,August 2023,London to Lyon,Solo Leisure,Economy Class, Late boarding led to a one hour flight leaving two hours late A single BA staff member turned up to board a full flight shortly before the flight was due to depart There had been no previous announcement of the delay Once on board the captain blamed Frankfurt ground staff for delaying takeoff when clearly late boarding had resulted in a missed departure slot ,no,"""Leaving two hours late""",United Kingdom,2023.0,London,Lyon,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622613,2023-08-04,August 2023,London to Hong Kong,Solo Leisure,Economy Class,As usual the flight is delayed BA try to blame someone for the inability and incapacity of delivering what they sell Why don t you hire enough personnel to fulfil your staff demand ,no,"""Flight is delayed""",United Kingdom,2023.0,London,Hong Kong,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622614,2023-08-01,July 2023,Gatwick to Montpelier,Couple Leisure,Business Class,I had the most fantastic BA Flight today The cabin crew in my seat zone D were of the best I have experienced Although the had the old style rear front seating it was comfortable and felt open and spacious BA have done great things with the menu it was nice not to have to eat breakfast food on the pre arrival meal into Hong Kong at PM local time having left London at the night before The dinner offering was equally ample and delicious The inflight entertainment had a great collection of TV and current films and the inflight map was first rate Previously not a huge BA fan but after this hour flight I could only recommend it without reserve I flew the new BA suite in J class on a recent Delhi to London flight and enjoyed that product although I felt it slightly more cramped but I think BA have stepped up with really comfortable bedding and food and very friendly crew who engaged throughout the flight in the best way Couldn t recommend BA more on this flight today,yes,"""Couldn't recommend BA more""",Hong Kong,2023.0,London,Montpelier,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622615,2023-07-31,July 2023,London to Mumbai,Couple Leisure,Economy Class,Couldn t book in online Arrived at check in to find we had been bumped off due to overselling No BA staff available Very helpful Gatwick staff got us a bus to United Kingdom and a flight to Toulouse Had knock in effect on our car booking and sharing as the rest of family had been able yo board original flight Airlines should be legally stopped from selling seats twice ,no,"""Bumped off due to overselling""",United Kingdom,2023.0,London,Mumbai,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622617,2023-07-31,July 2023,Gibraltar to London Heathrow,Solo Leisure,Business Class,Keflav k Iceland to London Heathrow on an A in Business Class The journey got off on an unpleasant note the Business Class line at Keflav k was so long that it looked like an Economy Class check in It took over mins to get through There was no lounge access offered The boarding process was well handled British Airways Business Class seats for the Club Europe product are terrible exactly the same as Economy with the middle seat left vacant You don t even get extra pitch What made the overall product tolerable were the good onboard service and the inflight WiFi Also the fact that the flight leaves at a convenient mid morning time of am ,yes,"""Good onboard service""",Iceland,2023.0,Gibraltar,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622618,2023-07-29,May 2023,Madrid to London,Family Leisure,Economy Class,ble Experience with British Airways I booked a flight with BA to travel from Gibraltar to London Heathrow on May My flight was scheduled to leave at p m in the afternoon I had originally planned on leaving my luggage at Heathrow upon arrival and travelling to visit and overnight at my cousin s place En route to Gibraltar airport a few hours prior to departure I checked my flight details and found out that my flight had been cancelled I had a connecting flight booked with Westjet from London Heathrow to Vancouver the following day and I had to make that flight so it was imperative that I got to London I checked the BA website and couldn t find any other flights with them that would work so unfortunately I made the mistake of requesting a refund I managed to find a flight out of Malaga that got me into London just after p m so I booked that and then called British Airways as I wanted to discuss compensation That s when they advised me that because I had requested a refund they used the phrase abandoned travel with them they were not prepared to do anything for me Apparently I should have called them first and then they would have made the arrangements Of course they don t explain that on their website they just ask if you want a refund and then proceed And even when I plead my case with the agent at Malaga airport and then followed up with Customer Relations several times via email they flat out refused to budge I had used a travel voucher to cover the cost of my flight and had used Avios to cover the cost of my checked baggage so in other words no out of pocket costs for the trip Once this incident happened I ended up spending euros in airfare and checked baggage charges to get to London from Malaga i e different airport than the one I had originally booked from And because the luggage storage facility at Heathrow had closed by the time I eventually arrived I ended up booking a night at a hotel since I couldn t travel by train to my cousin s place any longer bags in tow and I didn t want to put him out and have him drive to the airport to pick me up This cost me another in room and meal costs All BA ended up doing to compensate me was to give me free Avios a mere pittance compared to my out of pocket expenses Despite trying to explain to them why I requested the refund instead of calling them first they wouldn t budge Very easy for them to say what I should have done since they work there and know the rules and they weren t the ones scrambling to find alternative travel arrangements within a few hours I pointed out that on their website they should simply instruct customers to call them when this situation happens and that way they would never encounter this problem My feeling is that they put the refund option out there in the hope that customers will make the mistake I did so they can then wash their hands of the situation and ultimately save money I ve been an Executive Club member for years and they simply didn t care They said there was nothing they could do I m sure if one of the BA executive s friends or family members had gone through this staff there would have been given the instruction to make things right I used to be a fan of BA but they have really gone downhill in my opinion Once I used up my remaining Avios and travel credit I will cancel my Executive Club membership and never fly with them again ,no,"""They have really gone downhill""",Canada,2023.0,Madrid,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622619,2023-07-26,July 2023,Rhodes to Gatwick,Family Leisure,Business Class,An airline that lives in their past glory and heading a future of crisis is British Airways I am not joking we are a family of all in Business Class heading for a Norwegian and Arctic Cruise and they lost of our bags They will never see me on any of their flights ever a disaster of an airlin,no,"""Lives in their past glory""",Qatar,2023.0,Rhodes,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362261a,2023-07-26,July 2023,Barcelona to London,Family Leisure,Economy Class,Check in Desk rude and dismissive Flight late but seems the new norm One world emerald club world check in Staff uncommunicative did not know what baggage allowance entitled to once raised politely became argumentative and accusatory ,no,"""Check-in Desk rude and dismissive""",United Kingdom,2023.0,Barcelona,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362261b,2023-07-25,July 2023,Inverness to Los Angeles via London,Couple Leisure,Economy Class,I chose British Airways especially because I was going to travel with my niece and nephew and wanted everything to work well What a disaster First it took me two hours to do the check in online due to a technical problem I also had to spend more than minutes in a call to a UK number from my Spanish cell phone because that s the only service they provide on weekends Then at the airport when there was the boarding time we had to wait with the rest of the people for almost two hours standing on the line without knowing what was going on They just told us to wait Finally we could access the plane After minutes inside they told us to leave the plane again and told us the flight had been cancelled We had to take our luggage and queue again for a couple of hours Then do the check in again and wait for another flight to take off which was again delayed We spent almost hours at the airport No information was provided no solutions were offered We had to seat in the last raw when I had paid to seat on the first half of the plane No money was refunded no apologizes or compensation was given I also had pre purchased food and they couldn t provide the service All in all terrible Never again ,no,"""All in all, terrible""",Spain,2023.0,Inverness,Los Angeles,London
,,,,,flight,,,,,,680a9b100b7ce6ed3362261c,2023-07-24,November 2022,London City Airport to Frankfurt,Couple Leisure,Premium Economy,I booked Premium Economy from United Kingdom to United States via United Kingdom They notified me of a cancelled flight on my return journey and rebooked me on a flight that my connecting flight arrived too late for Then they cancelled a flight on my journey to United States They then cancelled the rebooked flight on the return journey and rebooking me back on the first flight that they had rebooked me on the flight that I have no chance of making as my return flight arrives too late into United Kingdom They re routed me from United States to United States to United Kingdom which I would have accepted but they booked the journey in Economy United States to United States which my husband with a knee injury cannot do and now they won t change it even though they have a direct flight from United States to United Kingdom with Premium Economy and unacceptable flight allows us mins to transfer flights at United States and my husband won t be able to walk slowly let alone quickly after enduring the hour flight from United States to United Kingdom I have chatted only to have my calls disconnected and I also have online chat which proves I did not accept this re routed flight to United States but they won t budge ,no,"""Cancelled the rebooked flight""",United Kingdom,2022.0,London,Frankfurt,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362261d,2023-07-21,July 2023,Amsterdam to London City ,Business,Economy Class,A simple story with an unfortunate outcome that really could happen to anyone My partner and I recently started working after studying purchased two tickets to travel from London City Airport to Frankfurt When we purchased the tickets I mistakenly entered my name twice e g Mr John Smith and Ms John Smith Little did we know that our simple mistake would cost us over pounds Upon arriving at the airport we were told there was no way to change the name apparently they can only change letters where there has been a typo and I had no other option to purchase the last remaining ticket if I wanted to board the flight the price almost seven times higher than my original ticket Zero empathy was shown Zero alternative was offered Trusting BA s staff and under the pretence that there was apparently no other way we could board the flight we bought this ticket Immediately after I purchased the ticket I contacted BA s Commercial Change Booking Team and informed them of our situation The service representative apologised and told me they could have changed the name at the cost of a small fee He offered to cancel my original ticket and issue me a partial refund then advising me that I had a claim to the difference and I should contact Customer Support to do so I told this person several times I wanted to claim the cost of the new ticket and even asked him explicitly if by accepting this offer I would be denied from claiming the cost of the new ticket He said no I could claim the difference Fair enough we accepted this offer and lodged a ticket with Customer Support for the difference Two days later British Airways Customer Response informed us that we were unable to lodge a claim because we had voluntarily accepted the cancellation before the flight They ve continued to send generic emails until this week when they just stopped responding So in short British Airways misled and deceived my partner into accepting a lowball offer to waive our right to claim a refund It keeps me up at night thinking how they can do this and get away with it so easily ,no,"""Zero empathy was shown""",Germany,2023.0,Amsterdam,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362261e,2023-07-21,July 2023,Dalaman to Gatwick ,Couple Leisure,Economy Class,Flight was delayed due to the inbound flight arriving late There was no announcement to inform of the delay nor were the sceens updated When ready to board we were requested to take our seats quickly to help reduce the delay which people did The pilot then announced he had received the documents for the wrong flight from ground staff so we had to wait while they returned to get the right paperwork After this was resolved the pilot announced there would be a delay as there was only two push back tractors and we had to wait again So after rushing to sit quickly we sat the the aircraft at the gate for nearly one hour which is longer than the flight takes Of course Netherlands is not BAs home base and it uses contracted staff here but it should require a better level of service It was embarrassing hearing the pilot apologise at every step of the way It ll be Eurostar for me next time ,no,"""Pilot apologise at every step of the way""",United Kingdom,2023.0,Dalaman,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362261f,2023-07-20,June 2023,Seattle to London Heathrow,Solo Leisure,Business Class,Fast and friendly check in total contrast to Gatwick The contract lounge is comfortable and spacious with a bar and pleasant staff but you have to pay for alcohol after the one free glass of wine Food best avoided On board great crew and dinner was actually good quality and substantial apart from the chocolate and orange pot that seems to appear on every flight have they bought up the global stock The crew were always ready to top up drinks although white wine and beers were lukewarm The crew explained that the carts are supposed to be chilled from experience they rarely are Is dry ice so expensive that BA can t afford it ,no,"""Crew were always ready to top up drinks""",United Kingdom,2023.0,Seattle,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622620,2023-07-20,June 2023,Gatwick to Dalaman ,Couple Leisure,Economy Class,I don t understand why British Airways is classified as a star airline The service is really mediocre The food is untasty and insufficient for a long haul trip Some members of the cabin crew are friendly but they are not attentive enough and create a very basic experience This really is all about getting from point A to B without what it used to be an enjoyable trip making experience The inflight entertainment is fairly good but you do need to bring your own water not to get dehydrated some snacks and ideally food and perhaps smile to yourself as otherwise you are faced with just a cold personality less experience ,no,"""The service is really mediocre""",United Kingdom,2023.0,London,Dalaman,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622621,2023-07-20,June 2023,London to Rhodes,Family Leisure,Economy Class,I m sure that BA have gradually made their economy experience BA Euroflyer out of Gatwick so miserable that passengers are tempted to upgrade to the lacklustre and overpriced business class Long wait at the biz checkin due to status and dealt with by a bored agent OK third party but still representing BA who hardly spoke and avoided eye contact and was more focussed on her fingernails Lounge was crowded and grubby but at least the staff there are pleasant and helpful On board the seats are cramped and uncomfortable and it took over two hours before crew appeared with food sales and the free water which on Gatwick services consists of a half full plastic cup rather than the luxury of a small bottle A fellow passenger mentioned the delay and the fact that they had no sandwiches for sale which prompted the flight attendant to say that the service was much better on Easyjet who do two service runs etc ,no,"""Made their economy experience so miserable""",United Kingdom,2023.0,London,Rhodes,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622622,2023-07-18,July 2023,Newcastle to Las Vegas via Heathrow,Family Leisure,Business Class,Customer Service does not exist One world emerald frequent long haul flyer including BA never seen such poor customer service or computer says no Official BA com site said all morning and afternoon that flight from Gatwick delayed hours Delayed leaving for airport only for BA to change back to original time Called BA customer service hours prior from highway saying situation told not to worry would note and flight rebooked if issue but go to airport Got to airport mins prior told could not board and that staff did not work for BA so could not help Back on phone hours in total to be told could be rebooked then couldn t be round and round Ultimately told to file complaint Then found out flight left hours delayed Paid for extra hotels flights with more competent airlines and now told days wait for complaints to be responded to heavens help economy and non status flyers if that s what the front end of the plane gets ,no,"""Customer Service does not exist""",United Kingdom,2023.0,Newcastle,Las Vegas,London
,,,,,flight,,,,,,680a9b100b7ce6ed33622623,2023-07-17,June 2023,London to Miami,Solo Leisure,Business Class,Another really great pair of flights on time no problems at all champagne was ok and my meal choices were great the new club suite is a good improvement over the previous seat in flight entertainment could have been better can t wait to fly with BA again and enjoy another great experience ,yes,"""Another great experience""",United Kingdom,2023.0,London,Miami,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622624,2023-07-17,June 2023,Amman to London,Solo Leisure,Business Class,Our A developed a fault taxiing to the runway we returned to the gate only to then have the flight cancelled about hours later due to a technical fault All the while BA staff were virtually non existent it was finally the captain who announced the flight was cancelled BA provided an alternative the next day involving a connection but it was very much take this or else you were on your own No arrangements or help made with overnight accommodation or transport Finally managed to get the legal minimum compensation out of BA for the hour delay they caused to my journey and expenses were reimbursed too but even this took four weeks The fact that as a Business Class customer BA pays the minimum they can get away with says it all they couldn t care less about customers have no interest in loyalty and aren t bothered about your business Given its our flights that pay BA s way I d suggest to anyone they take their hard earned cash to another airline who might at least care less about their customers Not recommended ,no,"""Not recommended""",United Kingdom,2023.0,Amman,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622625,2023-07-16,July 2023,Chennai to London ,Couple Leisure,Economy Class,Horrible airline Does not care about their customers Used to be decent but has now since really fell off A flight time of hours and mins but no meal while the flight attendants were having their eggs and sausage in the back Didn t even offer juices I would stick with another airline ,no,"""5 hours and 30 mins but no meal""",United Kingdom,2023.0,Chennai,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362262d,2023-07-03,June 2023,Berlin to London,Solo Leisure,Economy Class,Airport check in was functionary with little warmth but some efficiency Flight was delayed with no communication given Boarding was chaotic and no management of the process by ground staff Seats on board are tight and you really feel like they have crammed in every seat possible There is next to no recline However I was thankful that there was no recline If the person in front had even the slightest recline they would be in my face owing to how tight the seats were spaced on this A aircraft No amenities on this flight except for a toilet that was clean but small No Greece no food and beverage unless you pay extra but the staff were friendly Luggage arrived at the carousel within a very short amount of time ,no,"""Boarding was chaotic""",Italy,2023.0,Berlin,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362262e,2023-07-02,July 2023,Glasgow to London,Family Leisure,Economy Class,Flight fine In line with competitors Pleasant crew Only niggle is bussed to and from aircraft at Heathrow It seems like this is standard for the Berlin flights Would use again ,yes,"""In-line with competitors""",Senegal,2023.0,Glasgow,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed336226ed,2022-10-15,October 2022,Dallas to London,Business,Business Class,his review is specifically about Maddie crew member who took care of us She was attentive warm friendly and nothing was too much trouble Smiling from start to finish She should be the brand ambassador for BA ,yes,"""She was attentive, warm, friendly""",United States,2022.0,Dallas,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622626,2023-07-09,July 2023,Istanbul to London,Couple Leisure,Premium Economy,My family and I have flown mostly on British Airways for the last years I am a priority passenger and fly often enough to recognise cabin crew and know some by name They used to be a really good airline to fly with Things have really deteriorated with their face to face customer care since the pandemic The aircraft look worn For example on my flight back my audiovisual equipment did not work and had to be reset twice finally working in the last hour before we landed The second time around I think the reset was done for the whole aircraft The touch screen function on my screen did not work The United States charger ports on my seat did not work The staff were pleasant enough but their service oozed mediocrity There did not seem to be much pride in what they were doing The food has been the worst part on our BA flights since the pandemic They gave us a menu asked what we d like did a check and then told us that it was not available as they had run out and would we like to choose something else They then told us that we d get first choice at the second service which they couldn t deliver on Finally after choosing and getting whatever it is that we did the food was tasteless We take part in post flight surveys regularly and have stated all of this to no avail As a family of we fly British Airways medium to long haul regularly possibly times a year each For us the good things about flying BA are that we are priority customers usually have a direct flight to our destinations and get good service on the ground when checking in and in the lounges when we use them ,no,"""Things have really deteriorated""",United Kingdom,2023.0,Istanbul,London,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622627,2023-07-09,July 2023,London to Edinburgh,Solo Leisure,Economy Class,his has been by far the worst service I have had on a plane It s very obvious that if you are flying economy and not a frequent traveler of British Airways they care very little about you We had to wait an hour for them to even open the check in Once they did they had lines and only one that serviced economy Even though the line for economy was three times the length of the premium classes Then they told economy passengers that all bags had to be check and no carryon due to a full flight and no room in the overhead compartments Once we arrived at the gate there were not enough seats to fit everyone and you couldn t leave the boarding area I will never fly this airline again ,no,"""I will never fly this airline again""",United States,2023.0,London,Edinburgh,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622628,2023-07-08,November 2022,Kingston to London,Family Leisure,Economy Class,In Nov I booked and paid for a return journey to New Zealand On my return journey my final flight was from London to Edinburgh On trying to check in I was told my ticket did not exist I showed evidence of my flight being booked and paid for but was denied a ticket My only option was to buy a ticket for a later flight which cost Since Nov ie months ago I have communicated multiple times with BA in an attempt to have my money returned They have admitted responsibility for their error which cost me I finally received word from them that they have decided to refund me the sum of I have asked for an explanation but have received none only a polite e mail informing me that the decision was checked and was correct I do not intend to let this matter go A company worth billions of pounds will not return an honest refund PS they also lost my luggage and did nothing to help me retrieve it I tracked it down myself a week later to Edinburgh airport and picked it up myself ,no,"""Asked for an explanation but have received none""",United Kingdom,2022.0,Kingston,Napoles,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed33622629,2023-07-06,June 2023,London Heathrow to Cape Town,Couple Leisure,Premium Economy,BA is not treating its premium economy passengers with respect You pay for a premium economy service and are then compelled to use the economy toilets at the back of the plane This is short changing passengers ,no,"""Short-changing passengers""",United Kingdom,2023.0,London,Cape Town,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362262a,2023-07-05,June 2023,London Heathrow to Ibiza,Couple Leisure,Economy Class, hours before our departure on BA to Cape Town from Heathrow on Thursday th June we did an online check in Seats had already been allocated for my wife and I E and F which are the middle two seats of the central block of four These were totally unsuitable for us as we are in our late s and getting in and out of seats to stretch our legs or go the the toilet would mean climbing over a person on the aisle But there were no other seats available We got to Heathrow about hours before departure and tried to change seats at check in to no avail although the lady was very sympathetic and tried her utmost She did offer us an upgrade to Premium Economy but at United Kingdom each it was beyond our affordability She said we should try again at the departure gate but that also failed We spoke to a member of the flight crew who was totally unsympathetic The economy seats are so tiny that I was jammed shoulder to shoulder between by wife and a stranger with knees touching the seat pocket in front For hours we suffered When we did manage to get out of our seat due to the kindness of the young lady next to me on the aisle it was a mission trying to clamber past the reclined backrest in front of me BA Economy is absolutely awful The evening meal was near inedible both choices were spicy foods which are not very suitable when flying especially for an older person The breakfast Spanish Omelette was however not bad at all The previous day we had flown economy from Malta to Heathrow on Malta Airlines and that hour trip was a pleasure The seats are wide and there is ample legroom If they can do it then why not British Airways ,no,"""Economy is absolutely awful""",South Africa,2023.0,London,Ibiza,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362262b,2023-07-05,July 2023,Washington to London,Business,Economy Class,We arrived at Heathrow at to find our flight to Ibiza was cancelled by BA with no explanation As if that wasn t galling enough the customer service from BA at the airport was non existent There was no explanation no apology and no assistance in finding an alternative flight We ve managed to find another flight from Stansted but that isn t until much later today thus wasting a chunk of our short trip I simply don t understand why BA don t proactively contact their customers to notify them of a cancellation and work with them to resolve the problem Shocking customer service ,no,"""Shocking customer service""",United Kingdom,2023.0,Washington DC,Napoles,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed3362262c,2023-07-04,June 2023,London Heathrow to Naples,Couple Leisure,Business Class,Original flight was cancelled with no explanation There was no representative to help in rebooking We had to call customer service long distance call The line kept dropping Had to do calls to find new booking only to discover the only way I could fly the next day was by paying business class No help with hotel for the night stay ,no,"""No representative to help""",Greece,2023.0,London,Naples,direct flight
,,,,,flight,,,,,,680a9b100b7ce6ed336226ee,2022-10-14,October 2022,Jersey to London Heathrow,Couple Leisure,Economy Class, hours in a cramped single aisle aircraft no inflight entertainment In economy there is no free catering other than a bottle of water a packet of crisps and a minimal selection of food items for purchase ,no,"""Cramped single aisle aircraft""",United Kingdom,2022.0,Jersey,London,direct flight
